PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
11595,0,0,1.08783054351807,-270.675872802734,712.776977539063,7,0,0,0
11596,0,0,1.08675050735474,-271.004455566406,713.721435546875,7,0,0,0
11597,0,0,1.0856705904007,-271.333038330078,714.665893554688,7,0,0,0
11598,0,0,1.08459055423737,-271.66162109375,715.6103515625,7,0,0,0
11599,0,0,1.08351063728333,-271.990203857422,716.554809570313,7,0,0,0
11600,0,0,1.08243072032928,-272.318786621094,717.499267578125,7,0,0,0
11601,0,0,1.08135068416595,-272.647369384766,718.443725585938,7,0,0,0
11602,0,0,1.08027076721191,-272.975952148438,719.38818359375,7,0,0,0
11603,0,0,1.07919085025787,-273.304534912109,720.332641601563,7,0,0,0
11604,0,0,1.07811081409454,-273.633117675781,721.277099609375,7,0,0,0
11605,0,0,1.0770308971405,-273.961700439453,722.221557617188,7,0,0,0
11606,0,0,1.07595098018646,-274.290283203125,723.166015625,7,0,0,0
11607,0,0,1.07487094402313,-274.618865966797,724.110473632813,7,0,0,0
11608,0,0,1.07379102706909,-274.947448730469,725.054931640625,7,0,0,0
11609,0,0,1.07271099090576,-275.276031494141,725.999389648438,7,0,0,0
11610,0,0,1.07163107395172,-275.604614257813,726.94384765625,7,0,0,0
11611,0,0,1.07055115699768,-275.933197021484,727.888305664063,7,0,0,0
11612,0,0,1.06947112083435,-276.261779785156,728.832763671875,7,0,0,0
11613,0,0,1.06839120388031,-276.590362548828,729.777221679688,7,0,0,0
11614,0,0,1.06731128692627,-276.9189453125,730.7216796875,7,0,0,0
11615,0,0,1.06623125076294,-277.247528076172,731.666137695313,7,0,0,0
11616,0,0,1.0651513338089,-277.576110839844,732.610595703125,7,0,0,0
11617,0,0,1.06407141685486,-277.904693603516,733.555053710938,7,0,0,0
11618,0,0,1.06299138069153,-278.233276367188,734.49951171875,7,0,0,0
11619,0,0,1.06191146373749,-278.561828613281,735.443969726563,7,0,0,0
11620,0,0,1.06083154678345,-278.890380859375,736.388427734375,7,0,0,0
11621,0,0,1.05975151062012,-279.218963623047,737.332885742188,7,0,0,0
11622,0,0,1.05867159366608,-279.547515869141,738.27734375,7,0,0,0
11623,0,0,1.05759167671204,-279.876068115234,739.221801757813,7,0,0,0
11624,0,0,1.05651164054871,-280.204620361328,740.166259765625,7,0,0,0
11625,0,0,1.05543172359467,-280.533203125,741.110717773438,7,0,0,0
11626,0,0,1.05435180664063,-280.861755371094,742.05517578125,7,0,0,0
11627,0,0,1.05327188968658,-281.190307617188,742.999633789063,7,0,0,0
11628,0,0,1.05219185352325,-281.518859863281,743.944091796875,7,0,0,0
11629,0,0,1.05111193656921,-281.847442626953,744.888549804688,7,0,0,0
11630,0,0,1.05003201961517,-282.175994873047,745.8330078125,7,0,0,0
11631,0,0,1.04895198345184,-282.504547119141,746.777465820313,7,0,0,0
11632,0,0,1.0478720664978,-282.833099365234,747.721923828125,7,0,0,0
11633,0,0,1.04679214954376,-283.161682128906,748.666381835938,7,0,0,0
11634,0,0,1.04571223258972,-283.490234375,749.61083984375,7,0,0,0
11635,0,0,1.04463219642639,-283.818786621094,750.555297851563,7,0,0,0
11636,0,0,1.04355227947235,-284.147338867188,751.499755859375,7,0,0,0
11637,0,0,1.04247236251831,-284.475921630859,752.444213867188,7,0,0,0
11638,0,0,1.04139232635498,-284.804473876953,753.388671875,7,0,0,0
11639,0,0,1.04031240940094,-285.133026123047,754.333129882813,7,0,0,0
11640,0,0,1.0392324924469,-285.461578369141,755.277587890625,7,0,0,0
11641,0,0,1.03815257549286,-285.790161132813,756.222045898438,7,0,0,0
11642,0,0,1.03707253932953,-286.118713378906,757.16650390625,7,0,0,0
11643,0,0,1.03599262237549,-286.447265625,758.110961914063,7,0,0,0
11644,0,0,1.03491270542145,-286.775817871094,759.055419921875,7,0,0,0
11645,0,0,1.03383266925812,-287.104400634766,759.999877929688,7,0,0,0
11646,0,0,1.03275275230408,-287.432952880859,760.9443359375,7,0,0,0
11647,0,0,1.03167283535004,-287.761505126953,761.888793945313,7,0,0,0
11648,0,0,1.030592918396,-288.090057373047,762.833251953125,7,0,0,0
11649,0,0,1.02951288223267,-288.418640136719,763.777709960938,7,0,0,0
11650,0,0,1.02843296527863,-288.747192382813,764.72216796875,7,0,0,0
11651,0,0,1.02735304832459,-289.075744628906,765.666625976563,7,0,0,0
11652,0,0,1.02627301216125,-289.404296875,766.611083984375,7,0,0,0
11653,0,0,1.02519309520721,-289.732879638672,767.555541992188,7,0,0,0
11654,0,0,1.02718222141266,-290.076751708984,768.494567871094,7,0,0,0
11655,0,0,1.0294463634491,-290.422027587891,769.433044433594,7,0,0,0
11656,0,0,1.03171050548553,-290.767303466797,770.371520996094,7,0,0,0
11657,0,0,1.03397464752197,-291.112579345703,771.309997558594,7,0,0,0
11658,0,0,1.03623878955841,-291.457855224609,772.248474121094,7,0,0,0
11659,0,0,1.03850293159485,-291.803131103516,773.186950683594,7,0,0,0
11660,0,0,1.04076707363129,-292.148406982422,774.125427246094,7,0,0,0
11661,0,0,1.04303121566772,-292.493682861328,775.063903808594,7,0,0,0
11662,0,0,1.04529535770416,-292.838958740234,776.002380371094,7,0,0,0
11663,0,0,1.0475594997406,-293.184234619141,776.940856933594,7,0,0,0
11664,0,0,1.04982364177704,-293.529510498047,777.879333496094,7,0,0,0
11665,0,0,1.05208778381348,-293.874786376953,778.817810058594,7,0,0,0
11666,0,0,1.05435192584991,-294.220062255859,779.756286621094,7,0,0,0
11667,0,0,1.05661606788635,-294.565338134766,780.694763183594,7,0,0,0
11668,0,0,1.05888020992279,-294.910614013672,781.633239746094,7,0,0,0
11669,0,0,1.06114435195923,-295.255889892578,782.571716308594,7,0,0,0
11670,0,0,1.06340849399567,-295.601165771484,783.510192871094,7,0,0,0
11671,0,0,1.0656726360321,-295.946441650391,784.448669433594,7,0,0,0
11672,0,0,1.06793677806854,-296.291717529297,785.387145996094,7,0,0,0
11673,0,0,1.07020092010498,-296.636993408203,786.325622558594,7,0,0,0
11674,0,0,1.07246506214142,-296.982269287109,787.264099121094,7,0,0,0
11675,0,0,1.07472920417786,-297.327545166016,788.202575683594,7,0,0,0
11676,0,0,1.07699334621429,-297.672821044922,789.141052246094,7,0,0,0
11677,0,0,1.07925748825073,-298.018096923828,790.079528808594,7,0,0,0
11678,0,0,1.08152163028717,-298.363372802734,791.018005371094,7,0,0,0
11679,0,0,1.08378577232361,-298.708648681641,791.956481933594,7,0,0,0
11680,0,0,1.08604991436005,-299.053924560547,792.894958496094,7,0,0,0
11681,0,0,1.08831405639648,-299.399200439453,793.833435058594,7,0,0,0
11682,0,0,1.09057819843292,-299.744476318359,794.771911621094,7,0,0,0
11683,0,0,1.09284234046936,-300.089752197266,795.710388183594,7,0,0,0
11684,0,0,1.0951064825058,-300.435028076172,796.648864746094,7,0,0,0
11685,0,0,1.09737062454224,-300.780303955078,797.587341308594,7,0,0,0
11686,0,0,1.09963476657867,-301.125579833984,798.525817871094,7,0,0,0
11687,0,0,1.10189878940582,-301.470855712891,799.464294433594,7,0,0,0
11688,0,0,1.10416281223297,-301.816131591797,800.402770996094,7,0,0,0
11689,0,0,1.10642695426941,-302.161407470703,801.341247558594,7,0,0,0
11690,0,0,1.10869097709656,-302.506683349609,802.279724121094,7,0,0,0
11691,0,0,1.11095499992371,-302.851959228516,803.218200683594,7,0,0,0
11692,0,0,1.11321902275085,-303.197235107422,804.156677246094,7,0,0,0
11693,0,0,1.115483045578,-303.542510986328,805.095153808594,7,0,0,0
11694,0,0,1.11774706840515,-303.887786865234,806.033630371094,7,0,0,0
11695,0,0,1.1200110912323,-304.233062744141,806.972106933594,7,0,0,0
11696,0,0,1.12227511405945,-304.578308105469,807.910583496094,7,0,0,0
11697,0,0,1.1245391368866,-304.923553466797,808.849060058594,7,0,0,0
11698,0,0,1.12680315971375,-305.268798828125,809.787536621094,7,0,0,0
11699,0,0,1.12906718254089,-305.614044189453,810.726013183594,7,0,0,0
11700,0,0,1.13133120536804,-305.959320068359,811.664489746094,7,0,0,0
11701,0,0,1.13183879852295,-306.336395263672,812.520629882813,7,0,0,0
11702,0,0,1.13080954551697,-306.664184570313,813.465393066406,7,0,0,0
11703,0,0,1.12978029251099,-306.991973876953,814.41015625,7,0,0,0
11704,0,0,1.128751039505,-307.319763183594,815.354919433594,7,0,0,0
11705,0,0,1.12772178649902,-307.647552490234,816.299682617188,7,0,0,0
11706,0,0,1.12669253349304,-307.975341796875,817.244445800781,7,0,0,0
11707,0,0,1.12566328048706,-308.303161621094,818.189208984375,7,0,0,0
11708,0,0,1.12463402748108,-308.630950927734,819.133972167969,7,0,0,0
11709,0,0,1.1236047744751,-308.958770751953,820.078735351563,7,0,0,0
11710,0,0,1.12257552146912,-309.286590576172,821.023498535156,7,0,0,0
11711,0,0,1.12154626846313,-309.614379882813,821.96826171875,7,0,0,0
11712,0,0,1.12051701545715,-309.942199707031,822.913024902344,7,0,0,0
11713,0,0,1.11948776245117,-310.27001953125,823.857788085938,7,0,0,0
11714,0,0,1.11845850944519,-310.597839355469,824.802551269531,7,0,0,0
11715,0,0,1.11742925643921,-310.925628662109,825.747314453125,7,0,0,0
11716,0,0,1.11640000343323,-311.253448486328,826.692077636719,7,0,0,0
11717,0,0,1.11537075042725,-311.581268310547,827.636840820313,7,0,0,0
11718,0,0,1.11434149742126,-311.909057617188,828.581604003906,7,0,0,0
11719,0,0,1.11331224441528,-312.236877441406,829.5263671875,7,0,0,0
11720,0,0,1.1122829914093,-312.564697265625,830.471130371094,7,0,0,0
11721,0,0,1.11125373840332,-312.892517089844,831.415893554688,7,0,0,0
11722,0,0,1.11022448539734,-313.220306396484,832.360656738281,7,0,0,0
11723,0,0,1.10919523239136,-313.548126220703,833.305419921875,7,0,0,0
11724,0,0,1.10816597938538,-313.875946044922,834.250183105469,7,0,0,0
11725,0,0,1.10713672637939,-314.203735351563,835.194946289063,7,0,0,0
11726,0,0,1.10610747337341,-314.531555175781,836.139709472656,7,0,0,0
11727,0,0,1.10507822036743,-314.859375,837.08447265625,7,0,0,0
11728,0,0,1.10404896736145,-315.187164306641,838.029235839844,7,0,0,0
11729,0,0,1.10301959514618,-315.514984130859,838.973999023438,7,0,0,0
11730,0,0,1.1019903421402,-315.842803955078,839.918762207031,7,0,0,0
11731,0,0,1.10096096992493,-316.170623779297,840.863525390625,7,0,0,0
11732,0,0,1.09993159770966,-316.498413085938,841.808288574219,7,0,0,0
11733,0,0,1.09890234470367,-316.826232910156,842.753051757813,7,0,0,0
11734,0,0,1.0978729724884,-317.154052734375,843.697814941406,7,0,0,0
11735,0,0,1.09684360027313,-317.481842041016,844.642578125,7,0,0,0
11736,0,0,1.09581434726715,-317.809661865234,845.587341308594,7,0,0,0
11737,0,0,1.09478497505188,-318.137481689453,846.532104492188,7,0,0,0
11738,0,0,1.09375560283661,-318.465301513672,847.476867675781,7,0,0,0
11739,0,0,1.09272623062134,-318.793090820313,848.421630859375,7,0,0,0
11740,0,0,1.09169697761536,-319.120910644531,849.366394042969,7,0,0,0
11741,0,0,1.09066760540009,-319.44873046875,850.311157226563,7,0,0,0
11742,0,0,1.08963823318481,-319.776519775391,851.255920410156,7,0,0,0
11743,0,0,1.08860898017883,-320.104339599609,852.20068359375,7,0,0,0
11744,0,0,1.08757960796356,-320.432159423828,853.145446777344,7,0,0,0
11745,0,0,1.08655035495758,-320.759948730469,854.090209960938,7,0,0,0
11746,0,0,1.08552098274231,-321.087768554688,855.034973144531,7,0,0,0
11747,0,0,1.08449161052704,-321.415588378906,855.979736328125,7,0,0,0
11748,0,0,1.08346235752106,-321.743408203125,856.924499511719,7,0,0,0
11749,0,0,1.08243298530579,-322.071197509766,857.869262695313,7,0,0,0
11750,0,0,1.08140361309052,-322.399017333984,858.814025878906,7,0,0,0
11751,0,0,1.08037436008453,-322.726837158203,859.7587890625,7,0,0,0
11752,0,0,1.07934498786926,-323.054626464844,860.703552246094,7,0,0,0
11753,0,0,1.07831561565399,-323.382446289063,861.648315429688,7,0,0,0
11754,0,0,1.07728636264801,-323.710266113281,862.593078613281,7,0,0,0
11755,0,0,1.07625699043274,-324.0380859375,863.537841796875,7,0,0,0
11756,0,0,1.07522761821747,-324.365875244141,864.482604980469,7,0,0,0
11757,0,0,1.07419836521149,-324.693695068359,865.427368164063,7,0,0,0
11758,0,0,1.07316899299622,-325.021514892578,866.372131347656,7,0,0,0
11759,0,0,1.07287788391113,-325.348663330078,867.317077636719,7,0,0,0
11760,0,0,1.0748598575592,-325.673858642578,868.2626953125,7,0,0,0
11761,0,0,1.07684183120728,-325.999053955078,869.208312988281,7,0,0,0
11762,0,0,1.07882380485535,-326.324249267578,870.153930664063,7,0,0,0
11763,0,0,1.08080577850342,-326.649444580078,871.099548339844,7,0,0,0
11764,0,0,1.08278775215149,-326.974639892578,872.045166015625,7,0,0,0
11765,0,0,1.08476972579956,-327.299835205078,872.990783691406,7,0,0,0
11766,0,0,1.08675169944763,-327.625030517578,873.936401367188,7,0,0,0
11767,0,0,1.0887336730957,-327.950225830078,874.882019042969,7,0,0,0
11768,0,0,1.09071564674377,-328.275421142578,875.82763671875,7,0,0,0
11769,0,0,1.09269762039185,-328.600616455078,876.773254394531,7,0,0,0
11770,0,0,1.09467959403992,-328.925811767578,877.718872070313,7,0,0,0
11771,0,0,1.09666156768799,-329.251007080078,878.664489746094,7,0,0,0
11772,0,0,1.09864354133606,-329.576202392578,879.610107421875,7,0,0,0
11773,0,0,1.10062551498413,-329.901397705078,880.555725097656,7,0,0,0
11774,0,0,1.1026074886322,-330.226593017578,881.501342773438,7,0,0,0
11775,0,0,1.10458946228027,-330.551788330078,882.446960449219,7,0,0,0
11776,0,0,1.10657143592834,-330.876983642578,883.392578125,7,0,0,0
11777,0,0,1.10855340957642,-331.202178955078,884.338195800781,7,0,0,0
11778,0,0,1.11053538322449,-331.527374267578,885.283813476563,7,0,0,0
11779,0,0,1.11251735687256,-331.852569580078,886.229431152344,7,0,0,0
11780,0,0,1.11449933052063,-332.177764892578,887.175048828125,7,0,0,0
11781,0,0,1.1164813041687,-332.502960205078,888.120666503906,7,0,0,0
11782,0,0,1.11846327781677,-332.828155517578,889.066284179688,7,0,0,0
11783,0,0,1.12044525146484,-333.153350830078,890.011901855469,7,0,0,0
11784,0,0,1.12242722511292,-333.478546142578,890.95751953125,7,0,0,0
11785,0,0,1.12440919876099,-333.803741455078,891.903137207031,7,0,0,0
11786,0,0,1.12639117240906,-334.128936767578,892.848754882813,7,0,0,0
11787,0,0,1.12837314605713,-334.454132080078,893.794372558594,7,0,0,0
11788,0,0,1.1303551197052,-334.779327392578,894.739990234375,7,0,0,0
11789,0,0,1.13233709335327,-335.104522705078,895.685607910156,7,0,0,0
11790,0,0,1.13431906700134,-335.429718017578,896.631225585938,7,0,0,0
11791,0,0,1.13630104064941,-335.754913330078,897.576843261719,7,0,0,0
11792,0,0,1.13828301429749,-336.080108642578,898.5224609375,7,0,0,0
11793,0,0,1.14026498794556,-336.405303955078,899.468078613281,7,0,0,0
11794,0,0,1.14224696159363,-336.730499267578,900.413696289063,7,0,0,0
11795,0,0,1.1442289352417,-337.055694580078,901.359313964844,7,0,0,0
11796,0,0,1.14621090888977,-337.380889892578,902.304931640625,7,0,0,0
11797,0,0,1.14819288253784,-337.706085205078,903.250549316406,7,0,0,0
11798,0,0,1.15017485618591,-338.031280517578,904.196166992188,7,0,0,0
11799,0,0,1.15215682983398,-338.356475830078,905.141784667969,7,0,0,0
11800,0,0,1.15413880348206,-338.681671142578,906.08740234375,7,0,0,0
11801,0,0,1.15612077713013,-339.006866455078,907.033020019531,7,0,0,0
11802,0,0,1.1581027507782,-339.332061767578,907.978637695313,7,0,0,0
11803,0,0,1.16008472442627,-339.657257080078,908.924255371094,7,0,0,0
11804,0,0,1.16206669807434,-339.982452392578,909.869873046875,7,0,0,0
11805,0,0,1.16404867172241,-340.307647705078,910.815490722656,7,0,0,0
11806,0,0,1.16603064537048,-340.632843017578,911.761108398438,7,0,0,0
11807,0,0,1.16801261901855,-340.958038330078,912.706726074219,7,0,0,0
11808,0,0,1.16999459266663,-341.283233642578,913.65234375,7,0,0,0
11809,0,0,1.1719765663147,-341.608428955078,914.597961425781,7,0,0,0
11810,0,0,1.17395853996277,-341.933624267578,915.543579101563,7,0,0,0
11811,0,0,1.17594051361084,-342.258819580078,916.489196777344,7,0,0,0
11812,0,0,1.17792248725891,-342.584014892578,917.434814453125,7,0,0,0
11813,0,0,1.17990446090698,-342.909210205078,918.380432128906,7,0,0,0
11814,0,0,1.18188643455505,-343.234405517578,919.326049804688,7,0,0,0
11815,0,0,1.18386840820313,-343.559600830078,920.271667480469,7,0,0,0
11816,0,0,1.1858503818512,-343.884796142578,921.21728515625,7,0,0,0
11817,0,0,1.18783235549927,-344.209991455078,922.162902832031,7,0,0,0
11818,0,0,1.18981432914734,-344.535186767578,923.108520507813,7,0,0,0
11819,0,0,1.19179630279541,-344.860382080078,924.054138183594,7,0,0,0
11820,0,0,1.19377827644348,-345.185577392578,924.999755859375,7,0,0,0
11821,0,0,1.19576025009155,-345.510772705078,925.945373535156,7,0,0,0
11822,0,0,1.19774222373962,-345.835968017578,926.890991210938,7,0,0,0
11823,0,0,1.1997241973877,-346.161163330078,927.836608886719,7,0,0,0
11824,0,0,1.20170617103577,-346.486358642578,928.7822265625,7,0,0,0
11825,0,0,1.20368814468384,-346.811553955078,929.727844238281,7,0,0,0
11826,0,0,1.20567011833191,-347.136749267578,930.673461914063,7,0,0,0
11827,0,0,1.20765209197998,-347.461944580078,931.619079589844,7,0,0,0
11828,0,0,1.20963406562805,-347.787139892578,932.564697265625,7,0,0,0
11829,0,0,1.21161603927612,-348.112335205078,933.510314941406,7,0,0,0
11830,0,0,1.21359801292419,-348.437530517578,934.455932617188,7,0,0,0
11831,0,0,1.21557998657227,-348.762725830078,935.401550292969,7,0,0,0
11832,0,0,1.21756196022034,-349.087921142578,936.34716796875,7,0,0,0
11833,0,0,1.21954393386841,-349.413116455078,937.292785644531,7,0,0,0
11834,0,0,1.22152590751648,-349.738311767578,938.238403320313,7,0,0,0
11835,0,0,1.22350788116455,-350.063507080078,939.18408203125,7,0,0,0
11836,0,0,1.22548985481262,-350.388702392578,940.129760742188,7,0,0,0
11837,0,0,1.22747182846069,-350.713897705078,941.075439453125,7,0,0,0
11838,0,0,1.22945380210876,-351.039093017578,942.021118164063,7,0,0,0
11839,0,0,1.23143577575684,-351.364288330078,942.966796875,7,0,0,0
11840,0,0,1.23341774940491,-351.689483642578,943.912475585938,7,0,0,0
11841,0,0,1.23539972305298,-352.014678955078,944.858154296875,7,0,0,0
11842,0,0,1.23738169670105,-352.339874267578,945.803833007813,7,0,0,0
11843,0,0,1.23936367034912,-352.665069580078,946.74951171875,7,0,0,0
11844,0,0,1.24134564399719,-352.990264892578,947.695190429688,7,0,0,0
11845,0,0,1.24332761764526,-353.315460205078,948.640869140625,7,0,0,0
11846,0,0,1.24530959129334,-353.640655517578,949.586547851563,7,0,0,0
11847,0,0,1.24729156494141,-353.965850830078,950.5322265625,7,0,0,0
11848,0,0,1.24927353858948,-354.291046142578,951.477905273438,7,0,0,0
11849,0,0,1.25125551223755,-354.616241455078,952.423583984375,7,0,0,0
11850,0,0,1.25323748588562,-354.941436767578,953.369262695313,7,0,0,0
11851,0,0,1.25521945953369,-355.266632080078,954.31494140625,7,0,0,0
11852,0,0,1.25720143318176,-355.591827392578,955.260620117188,7,0,0,0
11853,0,0,1.25918340682983,-355.917022705078,956.206298828125,7,0,0,0
11854,0,0,1.26116538047791,-356.242218017578,957.151977539063,7,0,0,0
11855,0,0,1.26314735412598,-356.567413330078,958.09765625,7,0,0,0
11856,0,0,1.26512932777405,-356.892608642578,959.043334960938,7,0,0,0
11857,0,0,1.26711130142212,-357.217803955078,959.989013671875,7,0,0,0
11858,0,0,1.26909327507019,-357.542999267578,960.934692382813,7,0,0,0
11859,0,0,1.27107536792755,-357.868194580078,961.88037109375,7,0,0,0
11860,0,0,1.27305746078491,-358.193389892578,962.826049804688,7,0,0,0
11861,0,0,1.27503955364227,-358.518585205078,963.771728515625,7,0,0,0
11862,0,0,1.27702164649963,-358.843780517578,964.717407226563,7,0,0,0
11863,0,0,1.27900373935699,-359.168975830078,965.6630859375,7,0,0,0
11864,0,0,1.28098583221436,-359.494171142578,966.608764648438,7,0,0,0
11865,0,0,1.28296792507172,-359.819366455078,967.554443359375,7,0,0,0
11866,0,0,1.28495001792908,-360.144561767578,968.500122070313,7,0,0,0
11867,0,0,1.28693211078644,-360.469757080078,969.44580078125,7,0,0,0
11868,0,0,1.28882169723511,-360.794769287109,970.391479492188,7,0,0,0
11869,0,0,1.29049813747406,-361.119415283203,971.337341308594,7,0,0,0
11870,0,0,1.29217457771301,-361.444061279297,972.283203125,7,0,0,0
11871,0,0,1.29385101795197,-361.768707275391,973.229064941406,7,0,0,0
11872,0,0,1.29552745819092,-362.093353271484,974.174926757813,7,0,0,0
11873,0,0,1.29720389842987,-362.417999267578,975.120788574219,7,0,0,0
11874,0,0,1.29888033866882,-362.742645263672,976.066650390625,7,0,0,0
11875,0,0,1.30055677890778,-363.067291259766,977.012512207031,7,0,0,0
11876,0,0,1.30223321914673,-363.391937255859,977.958374023438,7,0,0,0
11877,0,0,1.30390965938568,-363.716583251953,978.904235839844,7,0,0,0
11878,0,0,1.30558609962463,-364.041229248047,979.85009765625,7,0,0,0
11879,0,0,1.30726253986359,-364.365875244141,980.795959472656,7,0,0,0
11880,0,0,1.30893898010254,-364.690521240234,981.741821289063,7,0,0,0
11881,0,0,1.31061542034149,-365.015167236328,982.687683105469,7,0,0,0
11882,0,0,1.31229186058044,-365.339813232422,983.633544921875,7,0,0,0
11883,0,0,1.3139683008194,-365.664459228516,984.579406738281,7,0,0,0
11884,0,0,1.31564474105835,-365.989105224609,985.525268554688,7,0,0,0
11885,0,0,1.3173211812973,-366.313751220703,986.471130371094,7,0,0,0
11886,0,0,1.31899762153625,-366.638397216797,987.4169921875,7,0,0,0
11887,0,0,1.32067406177521,-366.963043212891,988.362854003906,7,0,0,0
11888,0,0,1.32235050201416,-367.287689208984,989.308715820313,7,0,0,0
11889,0,0,1.32402694225311,-367.612335205078,990.254577636719,7,0,0,0
11890,0,0,1.32570338249207,-367.936981201172,991.200439453125,7,0,0,0
11891,0,0,1.32737982273102,-368.261627197266,992.146301269531,7,0,0,0
11892,0,0,1.32905626296997,-368.586273193359,993.092163085938,7,0,0,0
11893,0,0,1.33073270320892,-368.910919189453,994.038024902344,7,0,0,0
11894,0,0,1.33240914344788,-369.235565185547,994.98388671875,7,0,0,0
11895,0,0,1.33408558368683,-369.560211181641,995.929748535156,7,0,0,0
11896,0,0,1.33576202392578,-369.884857177734,996.875610351563,7,0,0,0
11897,0,0,1.33743846416473,-370.209503173828,997.821472167969,7,0,0,0
11898,0,0,1.33911490440369,-370.534149169922,998.767333984375,7,0,0,0
11899,0,0,1.34079134464264,-370.858795166016,999.713195800781,7,0,0,0
11900,0,0,1.34246778488159,-371.183441162109,1000.65905761719,7,0,0,0
11901,0,0,1.34414422512054,-371.508087158203,1001.60491943359,7,0,0,0
11902,0,0,1.3458206653595,-371.832733154297,1002.55078125,7,0,0,0
11903,0,0,1.34749710559845,-372.157379150391,1003.49664306641,7,0,0,0
11904,0,0,1.3491735458374,-372.482025146484,1004.44250488281,7,0,0,0
11905,0,0,1.35084998607636,-372.806671142578,1005.38836669922,7,0,0,0
11906,0,0,1.35252642631531,-373.131317138672,1006.33422851563,7,0,0,0
11907,0,0,1.35420286655426,-373.455963134766,1007.28009033203,7,0,0,0
11908,0,0,1.35587930679321,-373.780609130859,1008.22595214844,7,0,0,0
11909,0,0,1.35755574703217,-374.105255126953,1009.17181396484,7,0,0,0
11910,0,0,1.35923218727112,-374.429901123047,1010.11767578125,7,0,0,0
11911,0,0,1.36090862751007,-374.754547119141,1011.0634765625,7,0,0,0
11912,0,0,1.36258506774902,-375.079193115234,1012.00933837891,7,0,0,0
11913,0,0,1.36426150798798,-375.403839111328,1012.95520019531,7,0,0,0
11914,0,0,1.36593794822693,-375.728485107422,1013.90100097656,7,0,0,0
11915,0,0,1.36761438846588,-376.053131103516,1014.84680175781,7,0,0,0
11916,0,0,1.36929082870483,-376.377777099609,1015.79260253906,7,0,0,0
11917,0,0,1.37096726894379,-376.702423095703,1016.73840332031,7,0,0,0
11918,0,0,1.37264370918274,-377.027069091797,1017.68420410156,7,0,0,0
11919,0,0,1.37432014942169,-377.351715087891,1018.63000488281,7,0,0,0
11920,0,0,1.37599658966064,-377.676361083984,1019.57580566406,7,0,0,0
11921,0,0,1.3776730298996,-378.001007080078,1020.52160644531,7,0,0,0
11922,0,0,1.37934947013855,-378.325653076172,1021.46740722656,7,0,0,0
11923,0,0,1.3810259103775,-378.650299072266,1022.41320800781,7,0,0,0
11924,0,0,1.38270235061646,-378.974945068359,1023.35900878906,7,0,0,0
11925,0,0,1.38437879085541,-379.299591064453,1024.30480957031,7,0,0,0
11926,0,0,1.38605523109436,-379.624237060547,1025.25061035156,7,0,0,0
11927,0,0,1.38773167133331,-379.948883056641,1026.19641113281,7,0,0,0
11928,0,0,1.38940811157227,-380.273529052734,1027.14221191406,7,0,0,0
11929,0,0,1.39108455181122,-380.598175048828,1028.08801269531,7,0,0,0
11930,0,0,1.39276099205017,-380.922821044922,1029.03381347656,7,0,0,0
11931,0,0,1.39443743228912,-381.247467041016,1029.97961425781,7,0,0,0
11932,0,0,1.39611387252808,-381.572113037109,1030.92541503906,7,0,0,0
11933,0,0,1.39779031276703,-381.896759033203,1031.87121582031,7,0,0,0
11934,0,0,1.39946675300598,-382.221405029297,1032.81701660156,7,0,0,0
11935,0,0,1.40114307403564,-382.546051025391,1033.76281738281,7,0,0,0
11936,0,0,1.40281939506531,-382.870697021484,1034.70861816406,7,0,0,0
11937,0,0,1.40449571609497,-383.195343017578,1035.65441894531,7,0,0,0
11938,0,0,1.40617203712463,-383.519989013672,1036.60021972656,7,0,0,0
11939,0,0,1.4078483581543,-383.844635009766,1037.54602050781,7,0,0,0
11940,0,0,1.40952467918396,-384.169281005859,1038.49182128906,7,0,0,0
11941,0,0,1.41120100021362,-384.493927001953,1039.43762207031,7,0,0,0
11942,0,0,1.41287732124329,-384.818572998047,1040.38342285156,7,0,0,0
11943,0,0,1.41455376148224,-385.143218994141,1041.32922363281,7,0,0,0
11944,0,0,1.4162300825119,-385.467864990234,1042.27502441406,7,0,0,0
11945,0,0,1.41790640354156,-385.792510986328,1043.22082519531,7,0,0,0
11946,0,0,1.41958272457123,-386.117156982422,1044.16662597656,7,0,0,0
11947,0,0,1.42125904560089,-386.441802978516,1045.11242675781,7,0,0,0
11948,0,0,1.42293536663055,-386.766448974609,1046.05822753906,7,0,0,0
11949,0,0,1.42461168766022,-387.091094970703,1047.00402832031,7,0,0,0
11950,0,0,1.42628800868988,-387.415740966797,1047.94982910156,7,0,0,0
11951,0,0,1.42796432971954,-387.740386962891,1048.89562988281,7,0,0,0
11952,0,0,1.42964065074921,-388.065032958984,1049.84143066406,7,0,0,0
11953,0,0,1.43131697177887,-388.389678955078,1050.78723144531,7,0,0,0
11954,0,0,1.43299329280853,-388.714324951172,1051.73303222656,7,0,0,0
11955,0,0,1.4346696138382,-389.038970947266,1052.67883300781,7,0,0,0
11956,0,0,1.43634593486786,-389.363616943359,1053.62463378906,7,0,0,0
11957,0,0,1.43802225589752,-389.688262939453,1054.57043457031,7,0,0,0
11958,0,0,1.43969857692719,-390.012908935547,1055.51623535156,7,0,0,0
11959,0,0,1.44137489795685,-390.337554931641,1056.46203613281,7,0,0,0
11960,0,0,1.44305121898651,-390.662200927734,1057.40783691406,7,0,0,0
