ID,LID,Width,Color,type,LinkID
1463,1512,0.15,W,0,42644
1464,1513,0.15,W,0,42656
1465,1514,0.15,W,0,42845
1466,1515,0.15,W,0,42809
1467,1516,0.15,W,0,42821
1468,1517,0.15,W,0,42833
1469,1518,0.15,W,0,42845
1470,1519,0.15,Y,0,42932
1471,1520,0.15,Y,0,42944
1472,1521,0.15,Y,0,43117
1473,1522,0.15,Y,0,43128
1474,1523,0.15,W,0,42679
1475,1524,0.15,W,0,42688
1476,1525,0.15,W,0,42696
1477,1526,0.15,W,0,42705
1478,1527,0.15,W,0,42714
1479,1528,0.15,W,0,42723
1480,1529,0.15,W,0,42732
1481,1530,0.15,W,0,42741
1482,1531,0.15,W,0,42748
1483,1532,0.15,W,0,42752
1484,1533,0.15,W,0,42855
1485,1534,0.15,W,0,42864
1486,1535,0.15,W,0,42697
1487,1536,0.15,W,0,42705
1488,1537,0.15,W,0,42714
1489,1538,0.15,W,0,42723
1490,1539,0.15,W,0,42732
1491,1540,0.15,W,0,42741
1492,1541,0.15,W,0,42747
1493,1542,0.15,W,0,42855
1494,1543,0.15,W,0,42864
1495,1544,0.15,W,0,42872
1496,1545,0.15,W,0,42881
1497,1546,0.15,W,0,42890
1498,1547,0.15,W,0,42898
1499,1548,0.15,W,0,42907
1500,1549,0.15,W,0,43035
1501,1550,0.15,W,0,43041
1502,1551,0.15,W,0,43138
1503,1552,0.15,W,0,42986
1504,1553,0.15,W,0,42994
1505,1554,0.15,W,0,43003
1506,1555,0.15,W,0,43011
1507,1556,0.15,W,0,43019
1508,1557,0.15,W,0,43186
1509,1558,0.15,W,0,43035
1510,1559,0.15,W,0,43042
1511,1560,0.15,Y,0,43138
1512,1561,0.15,Y,0,43146
1513,1562,0.15,Y,0,43155
1514,1563,0.15,Y,0,43163
1515,1564,0.15,Y,0,43171
1516,1565,0.15,Y,0,43179
1517,1566,0.15,Y,0,43186
1518,1567,0.15,Y,0,43194
1519,1568,0.15,Y,0,43200
1520,1569,0.15,W,0,43404
1521,1570,0.15,W,0,43400
1522,1571,0.15,W,0,43396
1523,1572,0.15,W,0,43392
1524,1573,0.15,W,0,43388
1525,1574,0.15,W,0,43384
1526,1575,0.15,W,0,43380
1527,1576,0.15,W,0,43375
1528,1577,0.15,W,0,43371
1529,1578,0.15,W,0,43368
1530,1579,0.15,W,0,43364
1531,1580,0.15,W,0,43360
1532,1581,0.15,W,0,43356
1533,1582,0.15,W,0,43352
1534,1583,0.15,W,0,43348
1535,1584,0.15,W,0,43344
1536,1585,0.15,W,0,43340
1537,1586,0.15,W,0,43336
1538,1587,0.15,W,0,43332
1539,1588,0.15,W,0,43328
1540,1589,0.15,W,0,43324
1541,1590,0.15,W,0,43320
1542,1591,0.15,W,0,43316
1543,1592,0.15,W,0,43312
1544,1593,0.15,W,0,43308
1545,1594,0.15,W,0,43304
1546,1595,0.15,W,0,43300
1547,1596,0.15,W,0,43296
1548,1597,0.15,W,0,43292
1549,1598,0.15,W,0,43288
1550,1599,0.15,W,0,43284
1551,1600,0.15,W,0,43281
1552,1601,0.15,W,0,43715
1553,1602,0.15,W,0,43710
1554,1603,0.15,W,0,43706
1555,1604,0.15,W,0,43701
1556,1605,0.15,W,0,43696
1557,1606,0.15,W,0,43692
1558,1607,0.15,W,0,43687
1559,1608,0.15,W,0,43683
1560,1609,0.15,W,0,43678
1561,1610,0.15,W,0,43674
1562,1611,0.15,W,0,43670
1563,1612,0.15,W,0,43665
1564,1613,0.15,W,0,43661
1565,1614,0.15,W,0,43657
1566,1615,0.15,W,0,43652
1567,1616,0.15,W,0,43648
1568,1617,0.15,W,0,43643
1569,1618,0.15,W,0,43639
1570,1619,0.15,W,0,43635
1571,1620,0.15,W,0,43630
1572,1621,0.15,W,0,43626
1573,1622,0.15,W,0,43621
1574,1623,0.15,W,0,43617
1575,1624,0.15,W,0,43612
1576,1625,0.15,W,0,43608
1577,1626,0.15,W,0,43603
1578,1627,0.15,W,0,43599
1579,1628,0.15,W,0,43594
1580,1629,0.15,W,0,43589
1581,1630,0.15,W,0,43585
1582,1631,0.15,W,0,43581
1583,1632,0.15,W,0,43577
1584,1633,0.15,Y,0,43715
1585,1634,0.15,Y,0,43710
1586,1635,0.15,Y,0,43706
1587,1636,0.15,Y,0,43701
1588,1637,0.15,Y,0,43697
1589,1638,0.15,Y,0,43692
1590,1639,0.15,Y,0,43687
1591,1640,0.15,Y,0,43683
1592,1641,0.15,Y,0,43678
1593,1642,0.15,Y,0,43674
1594,1643,0.15,Y,0,43670
1595,1644,0.15,Y,0,43666
1596,1645,0.15,Y,0,43661
1597,1646,0.15,Y,0,43657
1598,1647,0.15,Y,0,43653
1599,1648,0.15,Y,0,43648
1600,1649,0.15,Y,0,43644
1601,1650,0.15,Y,0,43639
1602,1651,0.15,Y,0,43635
1603,1652,0.15,Y,0,43630
1604,1653,0.15,Y,0,43626
1605,1654,0.15,Y,0,43621
1606,1655,0.15,Y,0,43617
1607,1656,0.15,Y,0,43613
1608,1657,0.15,Y,0,43608
1609,1658,0.15,Y,0,43603
1610,1659,0.15,Y,0,43599
1611,1660,0.15,Y,0,43594
1612,1661,0.15,Y,0,43589
1613,1662,0.15,Y,0,43585
1614,1663,0.15,Y,0,43581
1615,1664,0.15,Y,0,43576
1616,1665,0.15,W,0,38908
1617,1666,0.15,W,0,43244
1618,1667,0.15,W,0,43247
1619,1668,0.15,W,0,43251
1620,1669,0.15,W,0,43255
1621,1670,0.15,W,0,43258
1622,1671,0.15,W,0,43262
1623,1672,0.15,W,0,43266
1624,1673,0.15,W,0,43533
1625,1674,0.15,W,0,38912
1626,1675,0.15,W,0,38915
1627,1676,0.15,W,0,38919
1628,1677,0.15,W,0,38923
1629,1678,0.15,W,0,43553
1630,1679,0.15,W,0,43557
1631,1680,0.15,W,0,43561
1632,1681,0.15,W,0,38787
1633,1682,0.15,W,0,39811
1634,1683,0.15,W,0,38795
1635,1684,0.15,W,0,38799
1636,1685,0.15,W,0,38803
1637,1686,0.15,W,0,38928
1638,1687,0.15,W,0,43557
1639,1688,0.15,W,0,43561
1640,1689,0.15,W,0,43916
1641,1690,0.15,W,0,40369
1642,1691,0.15,W,0,40358
1643,1692,0.15,W,0,41635
1644,1693,0.15,W,0,43910
1645,1694,0.15,W,0,43894
1646,1695,0.15,W,0,44277
1647,1696,0.15,W,0,44253
1648,1697,0.15,W,0,43914
1649,1698,0.15,W,0,43894
1650,1699,0.15,W,0,40341
1651,1700,0.15,W,0,43854
1652,1701,0.15,W,0,42284
1653,1702,0.15,W,0,42264
1654,1703,0.15,W,0,42244
1655,1704,0.15,W,0,42225
1656,1705,0.15,W,0,42284
1657,1706,0.15,W,0,42265
1658,1707,0.15,W,0,42245
1659,1708,0.15,W,0,42225
1660,1709,0.15,Y,0,43940
1661,1710,0.15,Y,0,43952
1662,1711,0.15,Y,0,43963
1663,1712,0.15,Y,0,43974
1664,1713,0.15,Y,0,43986
1665,1714,0.15,Y,0,43997
1666,1715,0.15,Y,0,44008
1667,1716,0.15,Y,0,44019
1668,1717,0.15,W,0,43941
1669,1718,0.15,W,0,43952
1670,1719,0.15,W,0,43963
1671,1720,0.15,W,0,43974
1672,1721,0.15,W,0,43985
1673,1722,0.15,W,0,44382
1674,1723,0.15,W,0,44393
1675,1724,0.15,W,0,44404
1676,1725,0.15,W,0,44328
1677,1726,0.15,W,0,44339
1678,1727,0.15,W,0,44349
1679,1728,0.15,W,0,44360
1680,1729,0.15,W,0,44371
1681,1730,0.15,W,0,44382
1682,1731,0.15,W,0,44393
1683,1732,0.15,W,0,44404
1684,1733,0.15,W,0,42310
1685,1734,0.15,W,0,42320
1686,1735,0.15,W,0,42330
1687,1736,0.15,W,0,42340
1688,1737,0.15,W,0,42351
1689,1738,0.15,W,0,42362
1690,1739,0.15,W,0,42372
1691,1740,0.15,W,0,42383
1692,1741,0.15,W,0,44042
1693,1742,0.15,W,0,44052
1694,1743,0.15,W,0,44062
1695,1744,0.15,W,0,44072
1696,1745,0.15,W,0,44083
1697,1746,0.15,W,0,44095
1698,1747,0.15,W,0,44114
1699,1748,0.15,W,0,16212
1700,1749,0.15,W,0,42406
1701,1750,0.15,W,0,42414
1702,1751,0.15,W,0,42424
1703,1752,0.15,W,0,42434
1704,1753,0.15,W,0,42444
1705,1754,0.15,W,0,42455
1706,1755,0.15,W,0,42473
1707,1756,0.15,W,0,42537
1708,1757,0.15,W,0,44991
1709,1758,0.15,W,0,45006
1710,1759,0.15,W,0,44651
1711,1760,0.15,W,0,44666
1712,1761,0.15,Y,0,44622
1713,1762,0.15,Y,0,44637
1714,1763,0.15,Y,0,44651
1715,1764,0.15,Y,0,44665
1716,1765,0.15,Y,0,36771
1717,1766,0.15,Y,0,37139
1718,1767,0.15,Y,0,37154
1719,1768,0.15,Y,0,45036
1720,1769,0.15,W,0,44622
1721,1770,0.15,W,0,44637
1722,1771,0.15,W,0,44651
1723,1772,0.15,W,0,44666
1724,1773,0.15,W,0,44687
1725,1774,0.15,W,0,44693
1726,1775,0.15,W,0,44698
1727,1776,0.15,W,0,44704
1728,1777,0.15,W,0,44710
1729,1778,0.15,W,0,44716
1730,1779,0.15,W,0,44723
1731,1780,0.15,W,0,44729
1732,1781,0.15,W,0,44735
1733,1782,0.15,W,0,44742
1734,1783,0.15,W,0,44748
1735,1784,0.15,W,0,44754
1736,1785,0.15,W,0,44760
1737,1786,0.15,W,0,44766
1738,1787,0.15,W,0,44773
1739,1788,0.15,W,0,44778
1740,1789,0.15,W,0,44687
1741,1790,0.15,W,0,44693
1742,1791,0.15,W,0,44699
1743,1792,0.15,W,0,44705
1744,1793,0.15,W,0,44711
1745,1794,0.15,W,0,44717
1746,1795,0.15,W,0,44723
1747,1796,0.15,W,0,44729
1748,1797,0.15,W,0,45108
1749,1798,0.15,W,0,44742
1750,1799,0.15,W,0,44748
1751,1800,0.15,W,0,44754
1752,1801,0.15,W,0,44760
1753,1802,0.15,W,0,44767
1754,1803,0.15,W,0,44773
1755,1804,0.15,W,0,44779
1756,1805,0.15,Y,0,45057
1757,1806,0.15,Y,0,45063
1758,1807,0.15,Y,0,45070
1759,1808,0.15,Y,0,45076
1760,1809,0.15,Y,0,45082
1761,1810,0.15,Y,0,45088
1762,1811,0.15,Y,0,45095
1763,1812,0.15,Y,0,45101
1764,1813,0.15,Y,0,45108
1765,1814,0.15,Y,0,45114
1766,1815,0.15,Y,0,45121
1767,1816,0.15,Y,0,45127
1768,1817,0.15,Y,0,45134
1769,1818,0.15,Y,0,45141
1770,1819,0.15,Y,0,45147
1771,1820,0.15,Y,0,45154
1772,1821,0.15,W,0,45365
1773,1822,0.15,W,0,45371
1774,1823,0.15,W,0,45377
1775,1824,0.15,W,0,45384
1776,1825,0.15,W,0,37608
1777,1826,0.15,W,0,37615
1778,1827,0.15,W,0,39131
1779,1828,0.15,W,0,45707
1780,1829,0.15,W,0,45401
1781,1830,0.15,W,0,45405
1782,1831,0.15,W,0,45409
1783,1832,0.15,W,0,45413
1784,1833,0.15,W,0,45417
1785,1834,0.15,W,0,45421
1786,1835,0.15,W,0,45425
1787,1836,0.15,W,0,45429
1788,1837,0.15,W,0,45433
1789,1838,0.15,W,0,45437
1790,1839,0.15,W,0,45441
1791,1840,0.15,W,0,45445
1792,1841,0.15,W,0,45449
1793,1842,0.15,W,0,45453
1794,1843,0.15,W,0,45457
1795,1844,0.15,W,0,45461
1796,1845,0.15,W,0,45465
1797,1846,0.15,W,0,45469
1798,1847,0.15,W,0,45473
1799,1848,0.15,W,0,45477
1800,1849,0.15,W,0,45481
1801,1850,0.15,W,0,45485
1802,1851,0.15,W,0,45489
1803,1852,0.15,W,0,45492
1804,1853,0.15,W,0,45496
1805,1854,0.15,W,0,45500
1806,1855,0.15,W,0,45504
1807,1856,0.15,W,0,45507
1808,1857,0.15,W,0,45511
1809,1858,0.15,W,0,45515
1810,1859,0.15,W,0,45519
1811,1860,0.15,W,0,45522
1812,1861,0.15,W,0,45725
1813,1862,0.15,W,0,45729
1814,1863,0.15,W,0,45733
1815,1864,0.15,W,0,45738
1816,1865,0.15,W,0,45743
1817,1866,0.15,W,0,45747
1818,1867,0.15,W,0,45752
1819,1868,0.15,W,0,45756
1820,1869,0.15,W,0,45761
1821,1870,0.15,W,0,45765
1822,1871,0.15,W,0,45769
1823,1872,0.15,W,0,45774
1824,1873,0.15,W,0,45778
1825,1874,0.15,W,0,45783
1826,1875,0.15,W,0,45787
1827,1876,0.15,W,0,45792
1828,1877,0.15,W,0,45796
1829,1878,0.15,W,0,45800
1830,1879,0.15,W,0,45805
1831,1880,0.15,W,0,45809
1832,1881,0.15,W,0,45813
1833,1882,0.15,W,0,45818
1834,1883,0.15,W,0,45822
1835,1884,0.15,W,0,45826
1836,1885,0.15,W,0,45830
1837,1886,0.15,W,0,45834
1838,1887,0.15,W,0,45838
1839,1888,0.15,W,0,45842
1840,1889,0.15,W,0,45846
1841,1890,0.15,W,0,45851
1842,1891,0.15,W,0,45855
1843,1892,0.15,W,0,45859
1844,1893,0.15,W,0,45724
1845,1894,0.15,W,0,45729
1846,1895,0.15,W,0,45733
1847,1896,0.15,W,0,45738
1848,1897,0.15,W,0,45742
1849,1898,0.15,W,0,45747
1850,1899,0.15,W,0,45751
1851,1900,0.15,W,0,45756
1852,1901,0.15,W,0,45760
1853,1902,0.15,W,0,45765
1854,1903,0.15,W,0,45769
1855,1904,0.15,W,0,45774
1856,1905,0.15,W,0,45778
1857,1906,0.15,W,0,45783
1858,1907,0.15,W,0,45788
1859,1908,0.15,W,0,45792
1860,1909,0.15,W,0,45796
1861,1910,0.15,W,0,45801
1862,1911,0.15,W,0,45805
1863,1912,0.15,W,0,45809
1864,1913,0.15,W,0,45813
1865,1914,0.15,W,0,45818
1866,1915,0.15,W,0,45822
1867,1916,0.15,W,0,45826
1868,1917,0.15,W,0,45830
1869,1918,0.15,W,0,45834
1870,1919,0.15,W,0,45838
1871,1920,0.15,W,0,45842
1872,1921,0.15,W,0,45847
1873,1922,0.15,W,0,45851
1874,1923,0.15,W,0,45855
1875,1924,0.15,W,0,45859
1876,1925,0.15,Y,0,46072
1877,1926,0.15,Y,0,46083
1878,1927,0.15,Y,0,46095
1879,1928,0.15,Y,0,46106
1880,1929,0.15,Y,0,46117
1881,1930,0.15,Y,0,46127
1882,1931,0.15,Y,0,46137
1883,1932,0.15,Y,0,46148
1884,1933,0.15,W,0,46235
1885,1934,0.15,W,0,46247
1886,1935,0.15,W,0,46259
1887,1936,0.15,W,0,46270
1888,1937,0.15,W,0,46282
1889,1938,0.15,W,0,46293
1890,1939,0.15,W,0,46303
1891,1940,0.15,W,0,46148
