ID,LID,Width,Color,type,LinkID
607,607,0.15,W,0,27592
608,608,0.15,W,0,16640
609,609,0.15,W,0,16788
610,610,0.15,W,0,16640
611,611,0.15,W,0,17149
612,612,0.15,W,0,4511
613,613,0.15,W,0,4660
614,614,0.15,W,0,7430
615,615,0.15,W,0,7578
616,616,0.15,W,0,10347
617,617,0.15,W,0,7578
618,618,0.15,Y,0,10347
619,619,0.15,Y,0,10495
620,620,0.15,Y,0,18434
621,621,0.15,Y,0,18286
622,622,0.15,W,0,18434
623,623,0.15,W,0,21204
624,624,0.15,W,0,24270
625,625,0.15,W,0,24122
626,626,0.15,W,0,24270
627,627,0.15,W,0,27040
628,628,0.15,W,0,27486
629,629,0.15,W,0,27338
630,630,0.15,W,0,27486
631,631,0.15,W,0,27338
632,632,0.15,W,0,34057
633,633,0.15,W,0,34083
634,634,0.15,W,0,34109
635,635,0.15,W,0,34136
636,636,0.15,W,0,34057
637,637,0.15,W,0,34083
638,638,0.15,W,0,34110
639,639,0.15,W,0,30482
640,640,0.15,W,0,31589
641,641,0.15,W,0,30429
642,642,0.15,W,0,30456
643,643,0.15,W,0,30483
644,644,0.15,W,0,31588
645,645,0.15,W,0,31615
646,646,0.15,W,0,31642
647,647,0.15,W,0,31223
648,648,0.15,Y,0,31142
649,649,0.15,Y,0,31169
650,650,0.15,Y,0,31196
651,651,0.15,Y,0,31224
652,652,0.15,Y,0,27968
653,653,0.15,Y,0,27945
654,654,0.15,Y,0,27921
655,655,0.15,Y,0,27898
656,656,0.15,W,0,28196
657,657,0.15,W,0,28173
658,658,0.15,W,0,27920
659,659,0.15,W,0,27896
660,660,0.15,W,0,28195
661,661,0.15,W,0,28172
662,662,0.15,W,0,28149
663,663,0.15,W,0,28356
664,664,0.15,W,0,28424
665,665,0.15,W,0,28401
666,666,0.15,W,0,28378
667,667,0.15,W,0,28354
668,668,0.15,W,0,28805
669,669,0.15,W,0,28782
670,670,0.15,W,0,28759
671,671,0.15,W,0,28735
672,672,0.15,Y,0,34035
673,673,0.15,Y,0,34019
674,674,0.15,Y,0,34008
675,675,0.15,Y,0,34000
676,676,0.15,W,0,34035
677,677,0.15,W,0,34019
678,678,0.15,W,0,34008
679,679,0.15,W,0,34000
680,680,0.15,W,0,28448
681,681,0.15,W,0,28474
682,682,0.15,W,0,28501
683,683,0.15,W,0,28530
684,684,0.15,W,0,28220
685,685,0.15,W,0,28246
686,686,0.15,W,0,28272
687,687,0.15,W,0,28301
688,688,0.15,W,0,28221
689,689,0.15,W,0,28246
690,690,0.15,W,0,28272
691,691,0.15,W,0,28072
692,700,0.15,W,0,31564
693,701,0.15,W,0,31542
694,702,0.15,W,0,31519
695,703,0.15,W,0,31497
696,704,0.15,W,0,31564
697,705,0.15,W,0,31542
698,706,0.15,W,0,31519
699,707,0.15,W,0,31497
700,708,0.15,W,0,30378
701,709,0.15,W,0,30356
702,710,0.15,W,0,30333
703,711,0.15,W,0,30311
704,712,0.15,W,0,28826
705,713,0.15,W,0,28838
706,714,0.15,W,0,28845
707,715,0.15,W,0,28853
708,716,0.15,W,0,28826
709,717,0.15,W,0,28839
710,718,0.15,W,0,28846
711,719,0.15,W,0,28853
712,720,0.15,W,0,28585
713,721,0.15,W,0,28614
714,722,0.15,W,0,29436
715,723,0.15,W,0,29465
716,724,0.15,W,0,29881
717,725,0.15,W,0,29910
718,730,0.15,W,0,30999
719,731,0.15,W,0,30968
720,732,0.15,W,0,31445
721,733,0.15,W,0,31414
722,734,0.15,W,0,30259
723,735,0.15,W,0,34690
724,736,0.15,W,0,28652
725,737,0.15,W,0,28699
726,738,0.15,W,0,29503
727,739,0.15,W,0,29550
728,740,0.15,W,0,29948
729,741,0.15,W,0,29995
730,746,0.15,W,0,30929
731,747,0.15,W,0,30881
732,748,0.15,W,0,31375
733,749,0.15,W,0,31328
734,750,0.15,W,0,33647
735,751,0.15,W,0,33599
736,752,0.15,W,0,35449
737,753,0.15,W,0,29607
738,754,0.15,W,0,30052
739,757,0.15,W,0,30825
740,758,0.15,W,0,31271
741,759,0.15,W,0,33543
742,760,0.15,W,0,30593
743,761,0.15,W,0,30614
744,762,0.15,W,0,30636
745,763,0.15,W,0,30656
746,764,0.15,W,0,36556
747,765,0.15,W,0,36583
748,766,0.15,W,0,29669
749,767,0.15,W,0,29690
750,768,0.15,W,0,29711
751,769,0.15,W,0,30657
752,770,0.15,W,0,29748
753,771,0.15,W,0,29760
754,772,0.15,W,0,29669
755,773,0.15,W,0,29690
756,774,0.15,W,0,29712
757,775,0.15,W,0,29732
758,776,0.15,W,0,29748
759,777,0.15,W,0,29761
760,788,0.15,W,0,33022
761,789,0.15,W,0,32990
762,790,0.15,W,0,32968
763,791,0.15,W,0,32944
764,792,0.15,W,0,33246
765,793,0.15,W,0,33215
766,794,0.15,W,0,33194
767,795,0.15,W,0,33169
768,796,0.15,W,0,33470
769,797,0.15,W,0,33438
770,798,0.15,W,0,33419
771,799,0.15,W,0,33394
772,802,0.15,W,0,36593
773,803,0.15,W,0,36601
774,804,0.15,W,0,29770
775,805,0.15,W,0,29778
776,806,0.15,W,0,29770
777,807,0.15,W,0,31695
778,808,0.15,Y,0,31888
779,809,0.15,Y,0,31897
780,811,0.15,W,0,32925
781,812,0.15,W,0,33149
782,818,0.15,W,0,30716
783,819,0.15,W,0,30737
784,820,0.15,W,0,30758
785,821,0.15,W,0,30780
786,822,0.15,W,0,29792
787,823,0.15,W,0,30738
788,824,0.15,W,0,30759
789,825,0.15,W,0,30780
790,826,0.15,W,0,31709
791,827,0.15,W,0,31730
792,828,0.15,W,0,31751
793,829,0.15,W,0,29855
794,830,0.15,W,0,31810
795,831,0.15,W,0,31830
796,832,0.15,W,0,31851
797,833,0.15,W,0,31871
798,834,0.15,W,0,31810
799,835,0.15,W,0,31830
800,836,0.15,W,0,31851
801,837,0.15,W,0,31872
802,838,0.15,Y,0,31911
803,839,0.15,Y,0,31931
804,840,0.15,Y,0,31951
805,841,0.15,Y,0,31972
806,842,0.15,Y,0,32908
807,843,0.15,Y,0,32888
808,844,0.15,Y,0,32869
809,845,0.15,Y,0,32849
810,846,0.15,W,0,32907
811,847,0.15,W,0,32888
812,848,0.15,W,0,32868
813,849,0.15,W,0,33074
814,850,0.15,W,0,33131
815,851,0.15,W,0,33112
816,852,0.15,W,0,33093
817,853,0.15,W,0,33298
818,858,0.15,W,0,33761
819,859,0.15,W,0,33784
820,860,0.15,W,0,33806
821,861,0.15,W,0,33829
822,862,0.15,W,0,33761
823,863,0.15,W,0,33784
824,864,0.15,W,0,34208
825,865,0.15,W,0,34231
826,866,0.15,Y,0,34429
827,867,0.15,Y,0,34451
828,868,0.15,Y,0,34474
829,869,0.15,Y,0,34496
830,870,0.15,W,0,33848
831,871,0.15,W,0,33864
832,872,0.15,W,0,33880
833,873,0.15,W,0,33896
834,874,0.15,W,0,34250
835,875,0.15,W,0,34266
836,876,0.15,W,0,34282
837,877,0.15,W,0,34298
838,878,0.15,W,0,34515
839,879,0.15,W,0,34266
840,880,0.15,W,0,34282
841,881,0.15,W,0,34298
842,882,0.15,Y,0,34515
843,883,0.15,Y,0,34531
844,884,0.15,Y,0,34547
845,885,0.15,Y,0,34563
846,886,0.15,W,0,33917
847,887,0.15,W,0,33940
848,888,0.15,W,0,33956
849,889,0.15,W,0,33963
850,890,0.15,W,0,33969
851,891,0.15,W,0,33975
852,892,0.15,W,0,33980
853,893,0.15,W,0,33986
854,894,0.15,Y,0,33917
855,895,0.15,Y,0,33941
856,896,0.15,Y,0,33956
857,897,0.15,Y,0,33964
858,898,0.15,Y,0,33969
859,899,0.15,Y,0,33975
860,900,0.15,Y,0,33980
861,901,0.15,Y,0,33986
862,902,0.15,W,0,34314
863,903,0.15,W,0,34329
864,904,0.15,W,0,34343
865,905,0.15,W,0,34361
866,906,0.15,W,0,34314
867,907,0.15,W,0,34593
868,908,0.15,W,0,34606
869,909,0.15,W,0,34624
870,910,0.15,Y,0,34579
871,911,0.15,Y,0,34593
872,912,0.15,Y,0,34606
873,913,0.15,Y,0,34624
874,914,0.15,W,0,32479
875,915,0.15,W,0,32501
876,916,0.15,W,0,32540
877,917,0.15,W,0,32568
878,918,0.15,W,0,32579
879,919,0.15,W,0,32589
880,920,0.15,W,0,32597
881,921,0.15,W,0,32606
882,922,0.15,W,0,32615
883,923,0.15,W,0,32624
884,924,0.15,W,0,32633
885,925,0.15,W,0,32642
886,926,0.15,W,0,32652
887,927,0.15,W,0,32662
888,928,0.15,W,0,32672
889,929,0.15,W,0,32698
890,930,0.15,W,0,32740
891,931,0.15,W,0,32479
892,932,0.15,W,0,32502
893,933,0.15,W,0,32540
894,934,0.15,W,0,32568
895,935,0.15,W,0,32579
896,936,0.15,W,0,32160
897,937,0.15,W,0,32597
898,938,0.15,W,0,32606
899,939,0.15,W,0,32615
900,940,0.15,W,0,32624
901,941,0.15,W,0,32633
902,942,0.15,W,0,32642
903,943,0.15,W,0,32652
904,944,0.15,W,0,32661
905,945,0.15,W,0,32672
906,946,0.15,W,0,32698
907,947,0.15,W,0,32740
908,948,0.15,Y,0,32049
909,949,0.15,Y,0,32072
910,950,0.15,Y,0,32111
911,951,0.15,Y,0,32139
912,952,0.15,Y,0,32150
913,953,0.15,Y,0,32160
914,954,0.15,Y,0,32169
915,955,0.15,Y,0,32178
916,956,0.15,Y,0,32188
917,957,0.15,Y,0,32197
918,958,0.15,Y,0,32207
919,959,0.15,Y,0,32216
920,960,0.15,Y,0,32226
921,961,0.15,Y,0,32236
922,962,0.15,Y,0,32247
923,963,0.15,Y,0,32274
924,964,0.15,Y,0,32316
925,965,0.15,Y,0,34829
926,966,0.15,Y,0,34822
927,967,0.15,Y,0,34815
928,968,0.15,Y,0,34807
929,969,0.15,Y,0,34800
930,970,0.15,Y,0,34792
931,971,0.15,Y,0,34785
932,972,0.15,Y,0,34777
933,973,0.15,Y,0,34770
934,974,0.15,Y,0,34762
935,975,0.15,Y,0,34755
936,976,0.15,Y,0,34747
937,977,0.15,Y,0,34740
938,978,0.15,Y,0,34732
939,979,0.15,Y,0,34725
940,980,0.15,Y,0,34718
941,981,0.15,W,0,34829
942,982,0.15,W,0,34821
943,983,0.15,W,0,34815
944,984,0.15,W,0,34807
945,985,0.15,W,0,34800
946,986,0.15,W,0,34792
947,987,0.15,W,0,34785
948,988,0.15,W,0,34778
949,989,0.15,W,0,34770
950,990,0.15,W,0,34762
951,991,0.15,W,0,34755
952,992,0.15,W,0,34747
953,993,0.15,W,0,34740
954,994,0.15,W,0,34733
955,995,0.15,W,0,34725
956,996,0.15,W,0,34718
957,997,0.15,W,0,34706
958,998,0.15,W,0,34701
959,999,0.15,W,0,30230
960,1000,0.15,W,0,30218
961,1001,0.15,W,0,34704
962,1002,0.15,W,0,34699
963,1003,0.15,W,0,34691
964,1004,0.15,W,0,34680
965,1005,0.15,W,0,35168
966,1006,0.15,W,0,35171
967,1007,0.15,W,0,35177
968,1008,0.15,W,0,35184
969,1009,0.15,W,0,35190
970,1010,0.15,W,0,35195
971,1011,0.15,W,0,35200
972,1012,0.15,W,0,35205
973,1013,0.15,W,0,35211
974,1014,0.15,W,0,35216
975,1015,0.15,W,0,35222
976,1016,0.15,W,0,35227
977,1017,0.15,W,0,35233
978,1018,0.15,W,0,35238
979,1019,0.15,W,0,35244
980,1020,0.15,W,0,35249
981,1021,0.15,W,0,35255
982,1022,0.15,W,0,35262
983,1023,0.15,W,0,35269
984,1024,0.15,W,0,35275
985,1025,0.15,W,0,35281
986,1026,0.15,W,0,35288
987,1027,0.15,W,0,35294
988,1028,0.15,W,0,35301
989,1029,0.15,W,0,35307
990,1030,0.15,W,0,35312
991,1031,0.15,W,0,35317
992,1032,0.15,W,0,35322
993,1033,0.15,W,0,35327
994,1034,0.15,W,0,35332
995,1035,0.15,W,0,35338
996,1036,0.15,W,0,35343
997,1037,0.15,W,0,29575
998,1038,0.15,W,0,30502
999,1039,0.15,W,0,30507
1000,1040,0.15,W,0,35433
1001,1041,0.15,W,0,35190
1002,1042,0.15,W,0,35195
1003,1043,0.15,W,0,35450
1004,1044,0.15,W,0,35455
1005,1045,0.15,W,0,35461
1006,1046,0.15,W,0,35468
1007,1047,0.15,W,0,35474
1008,1048,0.15,W,0,35480
1009,1049,0.15,W,0,35486
1010,1050,0.15,W,0,35492
1011,1051,0.15,W,0,35498
1012,1052,0.15,W,0,35504
1013,1053,0.15,W,0,35511
1014,1054,0.15,W,0,35519
1015,1055,0.15,W,0,35526
1016,1056,0.15,W,0,35533
1017,1057,0.15,W,0,35541
1018,1058,0.15,W,0,35548
1019,1059,0.15,W,0,35555
1020,1060,0.15,W,0,35562
1021,1061,0.15,W,0,35568
1022,1062,0.15,W,0,35574
1023,1063,0.15,W,0,35580
1024,1064,0.15,W,0,35585
1025,1065,0.15,W,0,35591
1026,1066,0.15,W,0,35597
1027,1067,0.15,W,0,35602
1028,1068,0.15,W,0,35608
1029,1069,0.15,W,0,35168
1030,1070,0.15,W,0,35171
1031,1071,0.15,W,0,35176
1032,1072,0.15,W,0,35183
1033,1073,0.15,W,0,35189
1034,1074,0.15,W,0,35195
1035,1075,0.15,W,0,35450
1036,1076,0.15,W,0,35455
1037,1077,0.15,W,0,35461
1038,1078,0.15,W,0,35467
1039,1079,0.15,W,0,35474
1040,1080,0.15,W,0,35480
1041,1081,0.15,W,0,35486
1042,1082,0.15,W,0,35492
1043,1083,0.15,W,0,35498
1044,1084,0.15,W,0,35504
1045,1085,0.15,W,0,35511
1046,1086,0.15,W,0,35519
1047,1087,0.15,W,0,35526
1048,1088,0.15,W,0,35533
1049,1089,0.15,W,0,35541
1050,1090,0.15,W,0,35548
1051,1091,0.15,W,0,35555
1052,1092,0.15,W,0,35562
1053,1093,0.15,W,0,35568
1054,1094,0.15,W,0,35574
1055,1095,0.15,W,0,35580
1056,1096,0.15,W,0,35585
1057,1097,0.15,W,0,35591
1058,1098,0.15,W,0,35597
1059,1099,0.15,W,0,35602
1060,1100,0.15,W,0,35608
1061,1101,0.15,W,0,29575
1062,1102,0.15,W,0,29578
1063,1103,0.15,W,0,29583
1064,1104,0.15,W,0,30514
1065,1105,0.15,W,0,30521
1066,1106,0.15,W,0,30526
1067,1107,0.15,W,0,35450
1068,1108,0.15,W,0,35455
1069,1109,0.15,W,0,35461
1070,1110,0.15,W,0,35467
1071,1111,0.15,W,0,35473
1072,1112,0.15,W,0,35479
1073,1113,0.15,W,0,35485
1074,1114,0.15,W,0,35492
1075,1115,0.15,W,0,35498
1076,1116,0.15,W,0,35504
1077,1117,0.15,W,0,35511
1078,1118,0.15,W,0,35519
1079,1119,0.15,W,0,35526
1080,1120,0.15,W,0,35534
1081,1121,0.15,W,0,35541
1082,1122,0.15,W,0,35548
1083,1123,0.15,W,0,35555
1084,1124,0.15,W,0,35562
1085,1125,0.15,W,0,35568
1086,1126,0.15,W,0,35574
1087,1127,0.15,W,0,35580
1088,1128,0.15,W,0,35585
1089,1129,0.15,W,0,35591
1090,1130,0.15,W,0,35597
1091,1131,0.15,W,0,35602
1092,1132,0.15,W,0,35608
1093,1133,0.15,W,0,28884
1094,1134,0.15,W,0,28925
1095,1135,0.15,W,0,28953
1096,1136,0.15,W,0,28966
1097,1137,0.15,W,0,28978
1098,1138,0.15,W,0,28990
1099,1139,0.15,W,0,29001
1100,1140,0.15,W,0,29012
1101,1141,0.15,W,0,29023
1102,1142,0.15,W,0,29034
1103,1143,0.15,W,0,29045
1104,1144,0.15,W,0,29056
1105,1145,0.15,W,0,29072
1106,1146,0.15,W,0,29092
1107,1147,0.15,W,0,29117
1108,1148,0.15,W,0,29151
1109,1149,0.15,Y,0,28884
1110,1150,0.15,Y,0,28925
1111,1151,0.15,Y,0,28953
1112,1152,0.15,Y,0,28966
1113,1153,0.15,Y,0,28978
1114,1154,0.15,Y,0,28989
1115,1155,0.15,Y,0,29001
1116,1156,0.15,Y,0,29012
1117,1157,0.15,Y,0,29023
1118,1158,0.15,Y,0,29034
1119,1159,0.15,Y,0,29045
1120,1160,0.15,Y,0,29056
1121,1161,0.15,Y,0,29072
1122,1162,0.15,Y,0,29092
1123,1163,0.15,Y,0,29117
1124,1164,0.15,Y,0,29151
1125,1165,0.15,Y,0,35689
1126,1166,0.15,Y,0,35700
1127,1167,0.15,W,0,36241
1128,1168,0.15,W,0,36247
1129,1169,0.15,W,0,36253
1130,1170,0.15,W,0,36259
1131,1171,0.15,Y,0,35743
1132,1172,0.15,Y,0,35816
1133,1173,0.15,W,0,36017
1134,1174,0.15,W,0,36090
1135,1175,0.15,W,0,36298
1136,1176,0.15,W,0,36372
1137,1177,0.15,W,0,36298
1138,1178,0.15,W,0,36372
1139,1179,0.15,Y,0,35858
1140,1180,0.15,Y,0,35867
1141,1181,0.15,Y,0,35877
1142,1182,0.15,Y,0,35886
1143,1183,0.15,Y,0,35896
1144,1184,0.15,Y,0,35907
1145,1185,0.15,Y,0,35917
1146,1186,0.15,Y,0,35927
1147,1187,0.15,W,0,36132
1148,1188,0.15,W,0,36141
1149,1189,0.15,W,0,36151
1150,1190,0.15,W,0,35886
1151,1191,0.15,W,0,36171
1152,1192,0.15,W,0,36181
1153,1193,0.15,W,0,36192
1154,1194,0.15,W,0,36202
1155,1195,0.15,W,0,36132
1156,1196,0.15,W,0,36141
1157,1197,0.15,W,0,36151
1158,1198,0.15,W,0,36160
1159,1199,0.15,W,0,36170
1160,1200,0.15,W,0,36181
1161,1201,0.15,W,0,36191
1162,1202,0.15,W,0,36202
1163,1203,0.15,Y,0,36412
1164,1204,0.15,Y,0,36419
1165,1205,0.15,Y,0,36426
1166,1206,0.15,Y,0,36433
1167,1207,0.15,Y,0,36440
1168,1208,0.15,Y,0,36447
1169,1209,0.15,Y,0,36454
1170,1210,0.15,Y,0,36460
1171,1211,0.15,Y,0,36466
1172,1212,0.15,Y,0,36472
1173,1213,0.15,Y,0,36478
1174,1214,0.15,Y,0,36483
1175,1215,0.15,Y,0,36489
1176,1216,0.15,Y,0,36494
1177,1217,0.15,Y,0,36500
1178,1218,0.15,Y,0,36506
1179,1219,0.15,W,0,36412
1180,1220,0.15,W,0,36419
1181,1221,0.15,W,0,36426
1182,1222,0.15,W,0,36432
1183,1223,0.15,W,0,36439
1184,1224,0.15,W,0,36446
1185,1225,0.15,W,0,36453
1186,1226,0.15,W,0,36460
1187,1227,0.15,W,0,36466
1188,1228,0.15,W,0,36472
1189,1229,0.15,W,0,36477
1190,1230,0.15,W,0,36483
1191,1231,0.15,W,0,36489
1192,1232,0.15,W,0,36495
1193,1233,0.15,W,0,36500
1194,1234,0.15,W,0,36506
1195,1235,0.15,W,0,36523
1196,1236,0.15,W,0,36538
1197,1237,0.15,W,0,36523
1198,1238,0.15,W,0,36538
1199,1239,0.15,W,0,30672
1200,1240,0.15,W,0,36571
1201,1241,0.15,W,0,36562
1202,1243,0.15,Y,0,32004
1203,1244,0.15,Y,0,32012
1204,1245,0.15,Y,0,32020
1205,1246,0.15,Y,0,32028
1206,1247,0.15,W,0,32004
1207,1248,0.15,W,0,32012
1208,1249,0.15,W,0,32020
1209,1250,0.15,W,0,32458
1210,1251,0.15,W,0,32435
1211,1252,0.15,W,0,32442
1212,1253,0.15,W,0,32450
1213,1254,0.15,W,0,32458
1214,1255,0.15,W,0,36709
1215,1256,0.15,W,0,36709
1216,1257,0.15,W,0,36746
1217,1258,0.15,W,0,37005
1218,1259,0.15,Y,0,37005
1219,1260,0.15,Y,0,39610
1220,1261,0.15,W,0,39610
1221,1262,0.15,W,0,39986
1222,1263,0.15,W,0,37427
1223,1264,0.15,W,0,37427
1224,1265,0.15,W,0,44629
1225,1266,0.15,W,0,45029
1226,1267,0.15,W,0,36779
1227,1268,0.15,W,0,36809
1228,1269,0.15,W,0,36907
1229,1270,0.15,W,0,36938
1230,1271,0.15,W,0,37038
1231,1272,0.15,W,0,37068
1232,1273,0.15,Y,0,37038
1233,1274,0.15,Y,0,37068
1234,1275,0.15,Y,0,39581
1235,1276,0.15,Y,0,39559
1236,1277,0.15,W,0,39957
1237,1278,0.15,W,0,39935
1238,1279,0.15,W,0,39957
1239,1280,0.15,W,0,39935
1240,1281,0.15,W,0,37315
1241,1282,0.15,W,0,37293
1242,1283,0.15,W,0,37398
1243,1284,0.15,W,0,37375
1244,1285,0.15,W,0,37272
1245,1286,0.15,W,0,37254
1246,1287,0.15,W,0,37236
1247,1288,0.15,W,0,37218
1248,1289,0.15,W,0,37272
1249,1290,0.15,W,0,37254
1250,1291,0.15,W,0,37236
1251,1292,0.15,W,0,37218
1252,1293,0.15,W,0,37804
1253,1294,0.15,W,0,37786
1254,1295,0.15,W,0,37769
1255,1296,0.15,W,0,37455
1256,1297,0.15,W,0,37804
1257,1298,0.15,W,0,37786
1258,1299,0.15,W,0,38290
1259,1300,0.15,W,0,38273
1260,1301,0.15,Y,0,38326
1261,1302,0.15,Y,0,38308
1262,1303,0.15,Y,0,38290
1263,1304,0.15,Y,0,38273
1264,1305,0.15,Y,0,39437
1265,1306,0.15,Y,0,39456
1266,1307,0.15,Y,0,39474
1267,1308,0.15,Y,0,39492
1268,1309,0.15,W,0,39813
1269,1310,0.15,W,0,39456
1270,1311,0.15,W,0,39474
1271,1312,0.15,W,0,39492
1272,1313,0.15,W,0,38794
1273,1314,0.15,W,0,38812
1274,1315,0.15,W,0,38830
1275,1316,0.15,W,0,39868
1276,1317,0.15,W,0,43540
1277,1318,0.15,W,0,38933
1278,1319,0.15,W,0,38951
1279,1320,0.15,W,0,38848
1280,1321,0.15,W,0,43247
1281,1322,0.15,W,0,38933
1282,1323,0.15,W,0,38951
1283,1324,0.15,W,0,38969
1284,1325,0.15,W,0,45697
1285,1326,0.15,W,0,39099
1286,1327,0.15,W,0,39070
1287,1328,0.15,W,0,39041
1288,1329,0.15,W,0,37618
1289,1330,0.15,W,0,37589
1290,1331,0.15,W,0,37561
1291,1332,0.15,W,0,37532
1292,1333,0.15,W,0,37914
1293,1334,0.15,W,0,37885
1294,1335,0.15,W,0,37856
1295,1336,0.15,W,0,37828
1296,1337,0.15,W,0,38436
1297,1338,0.15,W,0,38407
1298,1339,0.15,W,0,38378
1299,1340,0.15,W,0,37828
1300,1341,0.15,Y,0,38436
1301,1342,0.15,Y,0,38407
1302,1343,0.15,Y,0,38378
1303,1344,0.15,Y,0,38350
1304,1345,0.15,Y,0,39327
1305,1346,0.15,Y,0,39356
1306,1347,0.15,Y,0,39384
1307,1348,0.15,Y,0,39413
1308,1349,0.15,W,0,39327
1309,1350,0.15,W,0,39732
1310,1351,0.15,W,0,39761
1311,1352,0.15,W,0,39790
1312,1353,0.15,W,0,41810
1313,1354,0.15,W,0,41839
1314,1355,0.15,W,0,41868
1315,1356,0.15,W,0,39790
1316,1357,0.15,W,0,41810
1317,1358,0.15,W,0,41839
1318,1359,0.15,W,0,41868
1319,1360,0.15,W,0,41897
1320,1361,0.15,W,0,40506
1321,1362,0.15,W,0,40536
1322,1363,0.15,W,0,40565
1323,1364,0.15,W,0,40594
1324,1365,0.15,W,0,39188
1325,1366,0.15,W,0,39157
1326,1367,0.15,W,0,39188
1327,1368,0.15,W,0,37648
1328,1369,0.15,W,0,37679
1329,1370,0.15,W,0,37944
1330,1371,0.15,W,0,37975
1331,1372,0.15,W,0,37944
1332,1373,0.15,Y,0,38496
1333,1374,0.15,Y,0,38466
1334,1375,0.15,Y,0,39267
1335,1376,0.15,Y,0,39297
1336,1377,0.15,W,0,39267
1337,1378,0.15,W,0,39297
1338,1379,0.15,W,0,39644
1339,1380,0.15,W,0,41781
1340,1381,0.15,W,0,41751
1341,1382,0.15,W,0,40477
1342,1383,0.15,W,0,40448
1343,1384,0.15,W,0,40477
1344,1385,0.15,W,0,40072
1345,1386,0.15,W,0,40053
1346,1387,0.15,W,0,40034
1347,1388,0.15,W,0,40015
1348,1389,0.15,W,0,40149
1349,1390,0.15,W,0,40130
1350,1391,0.15,W,0,40111
1351,1392,0.15,W,0,40092
1352,1393,0.15,W,0,38102
1353,1394,0.15,W,0,38083
1354,1395,0.15,W,0,38064
1355,1396,0.15,W,0,38045
1356,1397,0.15,W,0,38623
1357,1398,0.15,W,0,38604
1358,1399,0.15,W,0,38586
1359,1400,0.15,W,0,38567
1360,1401,0.15,Y,0,38623
1361,1402,0.15,Y,0,38605
1362,1403,0.15,Y,0,38586
1363,1404,0.15,Y,0,38567
1364,1405,0.15,Y,0,41079
1365,1406,0.15,Y,0,41102
1366,1407,0.15,Y,0,41125
1367,1408,0.15,Y,0,41149
1368,1409,0.15,W,0,41352
1369,1410,0.15,W,0,41376
1370,1411,0.15,W,0,41399
1371,1412,0.15,W,0,41423
1372,1413,0.15,W,0,41626
1373,1414,0.15,W,0,41649
1374,1415,0.15,W,0,41399
1375,1416,0.15,W,0,41423
1376,1417,0.15,W,0,41626
1377,1418,0.15,W,0,41649
1378,1419,0.15,W,0,41673
1379,1420,0.15,W,0,41697
1380,1421,0.15,W,0,44244
1381,1422,0.15,W,0,44267
1382,1423,0.15,W,0,43902
1383,1424,0.15,W,0,40393
1384,1429,0.15,W,0,40161
1385,1430,0.15,W,0,40166
1386,1431,0.15,W,0,40172
1387,1432,0.15,W,0,40783
1388,1433,0.15,W,0,40163
1389,1434,0.15,W,0,40175
1390,1435,0.15,W,0,38638
1391,1436,0.15,W,0,38128
1392,1437,0.15,Y,0,38638
1393,1438,0.15,Y,0,38649
1394,1439,0.15,Y,0,41062
1395,1440,0.15,Y,0,41051
1396,1441,0.15,W,0,41335
1397,1442,0.15,W,0,41051
1398,1443,0.15,W,0,41335
1399,1444,0.15,W,0,41325
1400,1445,0.15,W,0,41609
1401,1446,0.15,W,0,41599
1402,1447,0.15,W,0,42058
1403,1448,0.15,W,0,42048
1404,1449,0.15,W,0,42210
1405,1450,0.15,W,0,42048
1406,1451,0.15,W,0,42210
1407,1452,0.15,W,0,42200
1408,1457,0.15,W,0,40802
1409,1458,0.15,W,0,40834
1410,1459,0.15,W,0,40867
1411,1460,0.15,W,0,40899
1412,1461,0.15,W,0,40802
1413,1462,0.15,W,0,40229
1414,1463,0.15,W,0,40262
1415,1464,0.15,W,0,40294
1416,1465,0.15,W,0,40197
1417,1466,0.15,W,0,38182
1418,1467,0.15,W,0,38214
1419,1468,0.15,W,0,40294
1420,1469,0.15,W,0,38150
1421,1470,0.15,W,0,38703
1422,1471,0.15,W,0,38214
1423,1472,0.15,W,0,38768
1424,1473,0.15,Y,0,38671
1425,1474,0.15,Y,0,38703
1426,1475,0.15,Y,0,38735
1427,1476,0.15,Y,0,38768
1428,1477,0.15,Y,0,41029
1429,1478,0.15,Y,0,40997
1430,1479,0.15,Y,0,40964
1431,1480,0.15,Y,0,40932
1432,1481,0.15,W,0,41029
1433,1482,0.15,W,0,41271
1434,1483,0.15,W,0,41238
1435,1484,0.15,W,0,41206
1436,1485,0.15,W,0,41577
1437,1486,0.15,W,0,41545
1438,1487,0.15,W,0,41513
1439,1488,0.15,W,0,41480
1440,1489,0.15,W,0,41577
1441,1490,0.15,W,0,41994
1442,1491,0.15,W,0,41513
1443,1492,0.15,W,0,41929
1444,1493,0.15,W,0,42027
1445,1494,0.15,W,0,41994
1446,1495,0.15,W,0,41962
1447,1496,0.15,W,0,41929
1448,1497,0.15,W,0,42179
1449,1498,0.15,W,0,42146
1450,1499,0.15,W,0,42114
1451,1500,0.15,W,0,42081
1452,1501,0.15,W,0,42599
1453,1502,0.15,W,0,42617
1454,1503,0.15,W,0,42776
1455,1504,0.15,W,0,42794
1456,1505,0.15,Y,0,14344
1457,1506,0.15,Y,0,14361
1458,1507,0.15,W,0,42632
1459,1508,0.15,W,0,42644
1460,1509,0.15,W,0,42656
1461,1510,0.15,W,0,42668
1462,1511,0.15,W,0,42809
